	Cs-137	Cs-137-Al
1180.203924672	72	94
1181.546328518	86	76
1182.889282488	84	91
1184.232786582	83	67
1185.5768408	68	77
1186.921445142	78	77
1188.266599608	97	88
1189.612304198	84	78
1190.958558912	71	67
1192.30536375	72	83
1193.652718712	74	95
1195.000623798	87	65
1196.349079008	69	81
1197.698084342	70	70
1199.0476398	88	95
1200.397745382	65	66
1201.748401088	57	74
1203.099606918	66	84
1204.451362872	76	76
1205.80366895	84	65
1207.156525152	76	84
1208.509931478	63	72
1209.863887928	73	79
1211.218394502	76	69
1212.5734512	59	63
1213.929058022	68	73
1215.285214968	91	82
1216.641922038	84	76
1217.999179232	78	76
1219.35698655	68	73
1220.715343992	77	73
1222.074251558	67	82
1223.433709248	76	91
1224.793717062	79	87
1226.154275	64	54
1227.515383062	73	61
1228.877041248	76	57
1230.239249558	78	73
1231.602007992	88	63
1232.96531655	76	64
1234.329175232	65	78
1235.693584038	65	70
1237.058542968	73	81
1238.424052022	61	71
1239.7901112	78	82
1241.156720502	73	52
1242.523879928	72	75
1243.891589478	68	70
1245.259849152	55	76
1246.62865895	83	82
1247.998018872	58	78
1249.367928918	56	64
1250.738389088	69	81
1252.109399382	62	71
1253.4809598	68	79
1254.853070342	69	62
1256.225731008	73	71
1257.598941798	59	70
1258.972702712	48	76
1260.34701375	66	59
1261.721874912	61	65
1263.097286198	69	59
1264.473247608	69	67
1265.849759142	60	57
1267.2268208	73	70
1268.604432582	71	56
1269.982594488	70	66
1271.361306518	54	69
1272.740568672	68	69
1274.12038095	64	66
1275.500743352	65	88
1276.881655878	75	74
1278.263118528	64	72
1279.645131302	66	69
1281.0276942	62	67
1282.410807222	65	72
1283.794470368	76	60
1285.178683638	46	73
1286.563447032	47	49
1287.94876055	83	57
1289.334624192	62	56
1290.721037958	68	56
1292.108001848	69	64
1293.495515862	68	58
1294.88358	60	62
1296.272194262	65	68
1297.661358648	61	59
1299.051073158	60	71
1300.441337792	67	56
1301.83215255	60	66
1303.223517432	53	67
1304.615432438	58	56
1306.007897568	62	54
1307.400912822	62	62
1308.7944782	56	58
1310.188593702	69	67
1311.583259328	70	63
1312.978475078	50	44
1314.374240952	70	61
1315.77055695	63	53
1317.167423072	62	56
1318.564839318	67	76
1319.962805688	58	58
1321.361322182	69	52
1322.7603888	66	69
1324.160005542	54	64
1325.560172408	45	51
1326.960889398	60	52
1328.362156512	65	55
1329.76397375	62	70
1331.166341112	58	56
1332.569258598	62	45
1333.972726208	61	69
1335.376743942	61	62
1336.7813118	50	55
1338.186429782	58	57
1339.592097888	63	59
1340.998316118	62	74
1342.405084472	60	72
1343.81240295	73	71
1345.220271552	55	56
1346.628690278	79	68
1348.037659128	63	52
1349.447178102	54	69
1350.8572472	60	62
1352.267866422	60	57
1353.679035768	43	60
1355.090755238	61	56
1356.503024832	48	59
1357.91584455	54	47
1359.329214392	60	67
1360.743134358	71	58
1362.157604448	69	68
1363.572624662	49	52
1364.988195	72	67
1366.404315462	62	55
1367.820986048	43	66
1369.238206758	53	60
1370.655977592	74	66
1372.07429855	66	58
1373.493169632	62	64
1374.912590838	66	65
1376.332562168	61	49
1377.753083622	72	48
1379.1741552	71	68
1380.595776902	62	56
1382.017948728	58	68
1383.440670678	72	79
1384.863942752	60	58
1386.28776495	66	68
1387.712137272	60	64
1389.137059718	78	59
1390.562532288	60	63
1391.988554982	63	63
1393.4151278	52	60
1394.842250742	64	75
1396.269923808	73	63
1397.698146998	67	58
1399.126920312	81	48
1400.55624375	63	58
1401.986117312	81	68
1403.416540998	68	76
1404.847514808	81	80
1406.279038742	73	74
1407.7111128	66	73
1409.143736982	84	74
1410.576911288	77	82
1412.010635718	71	73
1413.444910272	78	81
1414.87973495	65	76
1416.315109752	68	81
1417.751034678	87	72
1419.187509728	76	83
1420.624534902	86	97
1422.0621102	80	80
1423.500235622	90	81
1424.938911168	83	78
1426.378136838	87	75
1427.817912632	79	98
1429.25823855	86	81
1430.699114592	74	87
1432.140540758	87	96
1433.582517048	94	71
1435.025043462	92	88
1436.46812	93	93
1437.911746662	97	98
1439.355923448	100	113
1440.800650358	112	95
1442.245927392	78	115
1443.69175455	103	92
1445.138131832	78	87
1446.585059238	95	102
1448.032536768	104	118
1449.480564422	107	114
1450.9291422	111	86
1452.378270102	111	102
1453.827948128	111	117
1455.278176278	102	107
1456.728954552	114	109
1458.18028295	101	117
1459.632161472	116	116
1461.084590118	105	93
1462.537568888	118	97
1463.991097782	92	116
1465.4451768	113	134
1466.899805942	108	121
1468.354985208	126	111
1469.810714598	120	102
1471.266994112	112	104
1472.72382375	107	121
1474.181203512	96	131
1475.639133398	104	102
1477.097613408	127	116
1478.556643542	116	116
1480.0162238	118	150
1481.476354182	109	112
1482.937034688	102	126
1484.398265318	123	115
1485.860046072	135	128
1487.32237695	93	103
1488.785257952	128	122
1490.248689078	119	105
1491.712670328	123	109
1493.177201702	110	124
1494.6422832	126	115
1496.107914822	134	105
1497.574096568	104	107
1499.040828438	123	128
1500.508110432	117	112
1501.97594255	110	86
1503.444324792	118	132
1504.913257158	117	116
1506.382739648	103	106
1507.852772262	80	100
1509.323355	119	128
1510.794487862	116	123
1512.266170848	116	99
1513.738403958	124	123
1515.211187192	104	98
1516.68452055	119	105
1518.158404032	102	104
1519.632837638	99	105
1521.107821368	101	98
1522.583355222	80	80
1524.0594392	100	122
1525.536073302	83	111
1527.013257528	105	102
1528.490991878	120	94
1529.969276352	110	82
1531.44811095	94	121
1532.927495672	89	93
1534.407430518	95	91
1535.887915488	103	93
1537.368950582	82	97
1538.8505358	73	76
1540.332671142	87	92
1541.815356608	82	94
1543.298592198	93	94
1544.782377912	86	85
1546.26671375	74	72
1547.751599712	68	82
1549.237035798	84	69
1550.723022008	73	75
1552.209558342	83	77
1553.6966448	67	67
1555.184281382	64	79
1556.672468088	74	63
1558.161204918	83	68
1559.650491872	75	59
1561.14032895	84	72
1562.630716152	84	75
1564.121653478	70	62
1565.613140928	63	67
1567.105178502	74	50
1568.5977662	81	62
1570.090904022	67	63
1571.584591968	81	65
1573.078830038	60	68
1574.573618232	66	66
1576.06895655	58	43
1577.564844992	63	65
1579.061283558	68	58
1580.558272248	55	54
1582.055811062	66	75
1583.5539	50	68
1585.052539062	59	66
1586.551728248	60	63
1588.051467558	59	63
1589.551756992	49	52
1591.05259655	43	62
1592.553986232	52	48
1594.055926038	54	65
1595.558415968	62	64
1597.061456022	59	57
1598.5650462	54	56
1600.069186502	51	58
1601.573876928	54	67
1603.079117478	75	49
1604.584908152	57	65
1606.09124895	56	47
1607.598139872	44	56
1609.105580918	63	44
1610.613572088	59	43
1612.122113382	76	43
1613.6312048	50	48
1615.140846342	57	61
1616.651038008	41	46
1618.161779798	51	59
1619.673071712	56	37
1621.18491375	42	38
1622.697305912	44	54
1624.210248198	57	55
1625.723740608	48	58
1627.237783142	46	47
1628.7523758	49	48
1630.267518582	55	46
1631.783211488	69	61
1633.299454518	41	36
1634.816247672	51	50
1636.33359095	43	56
1637.851484352	31	55
1639.369927878	47	58
1640.888921528	52	44
1642.408465302	55	47
1643.9285592	35	40
1645.449203222	50	52
1646.970397368	52	44
1648.492141638	42	43
1650.014436032	36	49
1651.53728055	54	43
1653.060675192	40	39
1654.584619958	44	49
1656.109114848	56	47
1657.634159862	39	46
1659.159755	49	65
1660.685900262	63	37
1662.212595648	35	39
1663.739841158	42	41
1665.267636792	45	38
1666.79598255	42	36
1668.324878432	52	40
1669.854324438	40	35
1671.384320568	28	52
1672.914866822	33	45
1674.4459632	42	43
1675.977609702	40	45
1677.509806328	41	47
1679.042553078	32	33
1680.575849952	43	32
1682.10969695	42	33
1683.644094072	53	34
1685.179041318	41	38
1686.714538688	41	44
1688.250586182	38	38
1689.7871838	35	41
1691.324331542	36	46
1692.862029408	34	38
1694.400277398	46	36
1695.939075512	36	34
1697.47842375	30	30
1699.018322112	35	33
1700.558770598	41	38
1702.099769208	42	31
1703.641317942	35	32
1705.1834168	37	33
1706.726065782	22	40
1708.269264888	40	32
1709.813014118	41	37
1711.357313472	30	29
1712.90216295	34	29
1714.447562552	37	39
1715.993512278	31	29
1717.540012128	28	42
1719.087062102	34	23
1720.6346622	33	32
1722.182812422	40	34
1723.731512768	33	35
1725.280763238	38	34
1726.830563832	34	26
1728.38091455	31	37
1729.931815392	25	32
1731.483266358	40	30
1733.035267448	24	29
1734.587818662	33	28
1736.14092	28	25
1737.694571462	26	30
1739.248773048	20	25
1740.803524758	21	29
1742.358826592	19	36
1743.91467855	32	26
1745.471080632	27	21
1747.028032838	33	30
1748.585535168	26	25
1750.143587622	26	19
1751.7021902	30	35
1753.261342902	29	33
1754.821045728	26	27
1756.381298678	30	40
1757.942101752	27	21
1759.50345495	29	24
1761.065358272	26	32
1762.627811718	25	35
1764.190815288	27	23
1765.754368982	32	30
1767.3184728	31	23
1768.883126742	28	29
1770.448330808	27	30
1772.014084998	27	24
1773.580389312	25	25
1775.14724375	32	33
1776.714648312	28	31
1778.282602998	22	22
1779.851107808	27	32
1781.420162742	22	39
1782.9897678	26	34
1784.559922982	21	28
1786.130628288	23	22
1787.701883718	24	15
1789.273689272	25	30
1790.84604495	31	32
1792.418950752	25	32
1793.992406678	22	25
1795.566412728	36	21
1797.140968902	31	28
1798.7160752	30	24
1800.291731622	23	22
1801.867938168	22	23
1803.444694838	18	29
1805.022001632	29	28
1806.59985855	26	20
1808.178265592	30	24
1809.757222758	25	27
1811.336730048	19	19
1812.916787462	21	21
1814.497395	16	29
1816.078552662	31	24
1817.660260448	27	24
1819.242518358	25	32
1820.825326392	19	19
1822.40868455	30	29
1823.992592832	30	21
1825.577051238	32	30
1827.162059768	31	30
1828.747618422	17	27
1830.3337272	24	16
1831.920386102	21	27
1833.507595128	37	37
1835.095354278	26	16
1836.683663552	33	17
1838.27252295	21	18
1839.861932472	18	31
1841.451892118	32	35
1843.042401888	27	25
1844.633461782	24	19
1846.2250718	19	32
1847.817231942	23	20
1849.409942208	34	20
1851.003202598	28	17
1852.597013112	18	26
1854.19137375	13	25
1855.786284512	26	27
1857.381745398	18	19
1858.977756408	15	23
1860.574317542	24	35
1862.1714288	22	21
1863.769090182	23	24
1865.367301688	21	16
1866.966063318	21	27
1868.565375072	19	17
1870.16523695	12	21
1871.765648952	22	15
1873.366611078	22	24
1874.968123328	24	25
1876.570185702	30	26
1878.1727982	24	24
1879.775960822	26	19
1881.379673568	22	30
1882.983936438	24	26
1884.588749432	26	26
1886.19411255	19	24
1887.800025792	18	15
1889.406489158	17	18
1891.013502648	18	28
1892.621066262	21	33
1894.22918	21	27
1895.837843862	17	19
1897.447057848	24	23
1899.056821958	21	22
1900.667136192	23	30
1902.27800055	16	20
1903.889415032	36	25
1905.501379638	22	22
1907.113894368	31	21
1908.726959222	17	30
1910.3405742	12	24
1911.954739302	23	25
1913.569454528	25	9
1915.184719878	20	12
1916.800535352	28	14
1918.41690095	21	21
1920.033816672	35	17
1921.651282518	22	19
1923.269298488	33	30
1924.887864582	19	21
1926.5069808	19	16
1928.126647142	19	25
1929.746863608	15	22
1931.367630198	25	15
1932.988946912	19	18
1934.61081375	14	25
1936.233230712	12	25
1937.856197798	22	23
1939.479715008	14	20
1941.103782342	19	20
1942.7283998	20	30
1944.353567382	22	18
1945.979285088	17	15
1947.605552918	29	21
1949.232370872	23	26
1950.85973895	32	27
1952.487657152	30	14
1954.116125478	27	14
1955.745143928	21	19
1957.374712502	28	16
1959.0048312	22	19
1960.635500022	15	16
1962.266718968	18	22
1963.898488038	21	16
1965.530807232	15	18
1967.16367655	20	17
1968.797095992	13	20
1970.431065558	21	15
1972.065585248	18	16
1973.700655062	13	25
1975.336275	17	11
1976.972445062	18	16
1978.609165248	15	17
1980.246435558	16	14
1981.884255992	22	23
1983.52262655	14	18
1985.161547232	23	19
1986.801018038	14	17
1988.441038968	8	15
1990.081610022	15	29
1991.7227312	15	10
1993.364402502	13	17
1995.006623928	17	25
1996.649395478	14	14
1998.292717152	25	22
1999.93658895	19	18
2001.581010872	22	32
2003.225982918	18	15
2004.871505088	16	18
2006.517577382	20	16
2008.1641998	9	22
2009.811372342	16	22
2011.459095008	12	17
2013.107367798	19	17
2014.756190712	21	22
2016.40556375	14	13
2018.055486912	12	18
2019.705960198	23	17
2021.356983608	21	13
2023.008557142	19	14
2024.6606808	21	18
2026.313354582	15	13
2027.966578488	19	20
2029.620352518	16	13
2031.274676672	14	14
2032.92955095	27	19
2034.584975352	20	17
2036.240949878	14	12
2037.897474528	18	17
2039.554549302	13	16
2041.2121742	22	15
2042.870349222	21	16
2044.529074368	17	15
2046.188349638	17	18
2047.848175032	15	20
2049.50855055	16	15
2051.169476192	9	27
2052.830951958	11	15
2054.492977848	14	16
2056.155553862	14	21
2057.81868	12	14
2059.482356262	20	13
2061.146582648	19	24
2062.811359158	16	16
2064.476685792	19	17
2066.14256255	21	12
2067.808989432	10	21
2069.475966438	13	18
2071.143493568	24	16
2072.811570822	14	19
2074.4801982	18	18
2076.149375702	11	24
2077.819103328	22	16
2079.489381078	10	20
2081.160208952	18	11
2082.83158695	18	23
2084.503515072	15	18
2086.175993318	18	22
2087.849021688	21	11
2089.522600182	14	13
2091.1967288	11	17
2092.871407542	20	12
2094.546636408	23	9
2096.222415398	11	11
2097.898744512	13	21
2099.57562375	17	13
2101.253053112	19	11
2102.931032598	16	19
2104.609562208	17	26
2106.288641942	20	21
2107.9682718	14	12
2109.648451782	15	14
2111.329181888	16	13
2113.010462118	10	11
2114.692292472	13	17
2116.37467295	14	18
2118.057603552	11	17
2119.741084278	10	13
2121.425115128	16	9
2123.109696102	8	13
2124.7948272	13	12
2126.480508422	17	11
2128.166739768	14	21
2129.853521238	12	15
2131.540852832	10	14
2133.22873455	9	20
2134.917166392	12	16
2136.606148358	15	25
2138.295680448	17	6
2139.985762662	14	14
2141.676395	14	13
2143.367577462	11	11
2145.059310048	15	15
2146.751592758	20	18
2148.444425592	17	17
2150.13780855	14	19
2151.831741632	14	14
2153.526224838	24	16
2155.221258168	19	13
2156.916841622	14	12
2158.6129752	11	13
2160.309658902	18	18
2162.006892728	12	22
2163.704676678	8	10
2165.403010752	23	11
2167.10189495	13	14
2168.801329272	17	24
2170.501313718	15	14
2172.201848288	23	12
2173.902932982	25	20
2175.6045678	6	15
2177.306752742	20	11
2179.009487808	17	16
2180.712772998	20	9
2182.416608312	14	19
2184.12099375	16	18
2185.825929312	9	9
2187.531414998	17	8
2189.237450808	14	10
2190.944036742	12	15
2192.6511728	17	14
2194.358858982	19	15
2196.067095288	18	18
2197.775881718	17	10
2199.485218272	17	24
2201.19510495	12	15
2202.905541752	16	13
2204.616528678	18	20
2206.328065728	20	20
2208.040152902	19	17
2209.7527902	10	20
2211.465977622	18	21
2213.179715168	17	15
2214.894002838	23	19
2216.608840632	18	25
2218.32422855	21	18
2220.040166592	15	16
2221.756654758	17	17
2223.473693048	20	26
2225.191281462	18	18
2226.90942	15	15
2228.628108662	18	9
2230.347347448	17	21
2232.067136358	19	28
2233.787475392	26	17
2235.50836455	10	19
2237.229803832	22	26
2238.951793238	20	14
2240.674332768	18	17
2242.397422422	17	20
2244.1210622	16	15
2245.845252102	22	19
2247.569992128	13	15
2249.295282278	11	21
2251.021122552	19	27
2252.74751295	27	20
2254.474453472	23	13
2256.201944118	20	29
2257.929984888	15	23
2259.658575782	24	25
2261.3877168	19	24
2263.117407942	27	17
2264.847649208	19	18
2266.578440598	23	22
2268.309782112	17	21
2270.04167375	17	18
2271.774115512	27	21
2273.507107398	16	13
2275.240649408	12	17
2276.974741542	20	16
2278.7093838	16	31
2280.444576182	21	21
2282.180318688	29	17
2283.916611318	13	28
2285.653454072	19	17
2287.39084695	22	19
2289.128789952	13	17
2290.867283078	15	16
2292.606326328	29	20
2294.345919702	29	20
2296.0860632	29	20
2297.826756822	23	25
2299.568000568	16	17
2301.309794438	20	28
2303.052138432	22	24
2304.79503255	22	26
2306.538476792	16	20
2308.282471158	21	18
2310.027015648	14	15
2311.772110262	15	25
2313.517755	18	27
2315.263949862	31	27
2317.010694848	15	17
2318.757989958	12	15
2320.505835192	28	19
2322.25423055	19	20
2324.003176032	17	22
2325.752671638	23	18
2327.502717368	21	17
2329.253313222	21	17
2331.0044592	18	21
2332.756155302	15	17
2334.508401528	12	20
2336.261197878	16	16
2338.014544352	22	25
2339.76844095	17	24
2341.522887672	27	16
2343.277884518	23	15
2345.033431488	29	17
2346.789528582	22	14
2348.5461758	37	16
2350.303373142	20	18
2352.061120608	19	19
2353.819418198	21	17
2355.578265912	27	22
2357.33766375	23	17
2359.097611712	29	29
2360.858109798	22	20
2362.619158008	18	14
2364.380756342	19	20
2366.1429048	11	16
2367.905603382	21	22
2369.668852088	26	21
2371.432650918	15	22
2373.196999872	23	21
2374.96189895	16	21
2376.727348152	27	15
2378.493347478	26	20
2380.259896928	13	24
2382.026996502	16	19
2383.7946462	16	18
2385.562846022	13	13
2387.331595968	21	17
2389.100896038	23	19
2390.870746232	15	15
2392.64114655	21	18
2394.412096992	13	17
2396.183597558	18	19
2397.955648248	19	10
2399.728249062	17	16
2401.5014	18	12
2403.275101062	14	16
2405.049352248	23	19
2406.824153558	16	36
2408.599504992	16	13
2410.37540655	21	14
2412.151858232	15	19
2413.928860038	20	17
2415.706411968	17	20
2417.484514022	18	9
2419.2631662	19	23
2421.042368502	19	17
2422.822120928	15	15
2424.602423478	10	21
2426.383276152	15	13
2428.16467895	17	21
2429.946631872	17	17
2431.729134918	13	15
2433.512188088	19	13
2435.295791382	15	15
2437.0799448	14	12
2438.864648342	16	20
2440.649902008	17	19
2442.435705798	14	10
2444.222059712	17	19
2446.00896375	12	12
2447.796417912	18	21
2449.584422198	19	24
2451.372976608	13	17
2453.162081142	11	17
2454.9517358	17	17
2456.741940582	21	15
2458.532695488	20	18
2460.324000518	10	14
2462.115855672	17	14
2463.90826095	12	11
2465.701216352	14	20
2467.494721878	12	21
2469.288777528	15	17
2471.083383302	20	20
2472.8785392	13	20
2474.674245222	9	16
2476.470501368	17	21
2478.267307638	22	18
2480.064664032	19	11
2481.86257055	16	13
2483.661027192	9	14
2485.460033958	13	17
2487.259590848	14	19
2489.059697862	18	16
2490.860355	18	16
2492.661562262	18	11
2494.463319648	18	10
2496.265627158	14	16
2498.068484792	7	18
2499.87189255	11	18
2501.675850432	21	17
2503.480358438	15	16
2505.285416568	14	17
2507.091024822	11	10
2508.8971832	14	16
2510.703891702	20	26
2512.511150328	19	21
2514.318959078	22	16
2516.127317952	16	18
2517.93622695	18	11
2519.745686072	19	11
2521.555695318	15	10
2523.366254688	11	12
2525.177364182	11	11
2526.9890238	16	19
2528.801233542	17	16
2530.613993408	16	19
2532.427303398	14	10
2534.241163512	13	17
2536.05557375	12	20
2537.870534112	11	12
2539.686044598	15	12
2541.502105208	21	11
2543.318715942	17	19
2545.1358768	16	17
2546.953587782	10	16
2548.771848888	13	8
2550.590660118	9	9
2552.410021472	12	11
2554.22993295	12	18
2556.050394552	17	11
2557.871406278	23	21
2559.692968128	11	15
2561.515080102	17	7
2563.3377422	16	10
2565.160954422	10	16
2566.984716768	15	16
2568.809029238	12	18
2570.633891832	15	15
2572.45930455	8	15
2574.285267392	22	12
2576.111780358	15	5
2577.938843448	18	17
2579.766456662	13	15
2581.59462	15	15
2583.423333462	18	9
2585.252597048	7	17
2587.082410758	11	15
2588.912774592	16	8
2590.74368855	15	17
2592.575152632	13	11
2594.407166838	13	16
2596.239731168	10	8
2598.072845622	9	17
2599.9065102	15	13
2601.740724902	15	7
2603.575489728	12	8
2605.410804678	12	12
2607.246669752	20	18
2609.08308495	16	15
2610.920050272	11	13
2612.757565718	17	15
2614.595631288	18	11
2616.434246982	12	9
2618.2734128	11	19
2620.113128742	15	14
2621.953394808	16	9
2623.794210998	13	11
2625.635577312	8	7
2627.47749375	7	7
2629.319960312	15	21
2631.162976998	13	10
2633.006543808	17	11
2634.850660742	12	22
2636.6953278	10	13
2638.540544982	12	11
2640.386312288	11	12
2642.232629718	20	10
2644.079497272	14	5
2645.92691495	15	5
2647.774882752	10	15
2649.623400678	16	7
2651.472468728	8	10
2653.322086902	9	8
2655.1722552	11	11
2657.022973622	5	19
2658.874242168	12	12
2660.726060838	10	16
2662.578429632	4	11
2664.43134855	9	12
2666.284817592	9	10
2668.138836758	15	12
2669.993406048	11	9
2671.848525462	10	12
2673.704195	8	8
2675.560414662	17	7
2677.417184448	14	7
2679.274504358	13	8
2681.132374392	10	14
2682.99079455	8	10
2684.849764832	10	9
2686.709285238	10	10
2688.569355768	12	12
2690.429976422	17	10
2692.2911472	11	12
2694.152868102	4	11
2696.015139128	8	13
2697.877960278	16	7
2699.741331552	8	19
2701.60525295	8	6
2703.469724472	13	9
2705.334746118	8	6
2707.200317888	9	9
2709.066439782	11	10
2710.9331118	15	10
2712.800333942	6	8
2714.668106208	10	10
2716.536428598	8	9
2718.405301112	8	5
2720.27472375	7	17
2722.144696512	11	5
2724.015219398	9	9
2725.886292408	12	9
2727.757915542	6	12
2729.6300888	19	9
2731.502812182	5	7
2733.376085688	7	8
2735.249909318	8	10
2737.124283072	10	6
2738.99920695	11	12
2740.874680952	9	15
2742.750705078	14	10
2744.627279328	8	8
2746.504403702	4	7
2748.3820782	10	6
2750.260302822	6	11
2752.139077568	11	14
2754.018402438	7	10
2755.898277432	12	7
2757.77870255	14	9
2759.659677792	7	16
2761.541203158	7	11
2763.423278648	15	7
2765.305904262	7	6
2767.18908	17	9
2769.072805862	8	8
2770.957081848	10	10
2772.841907958	11	9
2774.727284192	10	12
2776.61321055	7	16
2778.499687032	13	12
2780.386713638	8	15
2782.274290368	7	15
2784.162417222	13	10
2786.0510942	5	5
2787.940321302	10	12
2789.830098528	9	14
2791.720425878	9	11
2793.611303352	6	9
2795.50273095	9	7
2797.394708672	4	8
2799.287236518	13	13
2801.180314488	14	11
2803.073942582	9	8
2804.9681208	14	13
2806.862849142	11	9
2808.758127608	11	7
2810.653956198	6	11
2812.550334912	12	8
2814.44726375	9	7
2816.344742712	6	10
2818.242771798	12	16
2820.141351008	8	13
2822.040480342	7	10
2823.9401598	10	13
2825.840389382	12	12
2827.741169088	10	10
2829.642498918	12	6
2831.544378872	11	7
2833.44680895	18	14
2835.349789152	15	14
2837.253319478	16	12
2839.157399928	13	18
2841.062030502	13	13
2842.9672112	14	12
2844.872942022	16	10
2846.779222968	7	6
2848.686054038	20	15
2850.593435232	17	11
2852.50136655	14	12
2854.409847992	10	13
2856.318879558	16	16
2858.228461248	11	14
2860.138593062	18	12
2862.049275	15	9
2863.960507062	17	16
2865.872289248	14	14
2867.784621558	9	16
2869.697503992	15	12
2871.61093655	21	16
2873.524919232	16	13
2875.439452038	13	10
2877.354534968	20	10
2879.270168022	11	9
2881.1863512	30	15
2883.103084502	17	11
2885.020367928	15	18
2886.938201478	14	16
2888.856585152	13	15
2890.77551895	18	17
2892.695002872	8	16
2894.615036918	21	20
2896.535621088	22	17
2898.456755382	15	19
2900.3784398	15	17
2902.300674342	21	19
2904.223459008	18	15
2906.146793798	18	18
2908.070678712	20	14
2909.99511375	25	17
2911.920098912	19	24
2913.845634198	25	22
2915.771719608	17	17
2917.698355142	26	23
2919.6255408	22	15
2921.553276582	21	23
2923.481562488	29	16
2925.410398518	25	19
2927.339784672	22	18
2929.26972095	16	23
2931.200207352	16	24
2933.131243878	22	27
2935.062830528	20	21
2936.994967302	15	18
2938.9276542	26	30
2940.860891222	21	25
2942.794678368	20	24
2944.729015638	28	19
2946.663903032	25	28
2948.59934055	25	31
2950.535328192	22	27
2952.471865958	19	27
2954.408953848	18	25
2956.346591862	26	18
2958.28478	24	24
2960.223518262	18	32
2962.162806648	32	25
2964.102645158	24	29
2966.043033792	37	24
2967.98397255	33	22
2969.925461432	28	13
2971.867500438	29	29
2973.810089568	27	37
2975.753228822	28	25
2977.6969182	24	18
2979.641157702	20	21
2981.585947328	16	21
2983.531287078	26	19
2985.477176952	19	31
2987.42361695	23	19
2989.370607072	21	26
2991.318147318	30	22
2993.266237688	20	14
2995.214878182	23	21
2997.1640688	21	26
2999.113809542	20	24
3001.064100408	24	25
3003.014941398	18	26
3004.966332512	30	26
3006.91827375	20	23
3008.870765112	30	26
3010.823806598	24	12
3012.777398208	20	24
3014.731539942	17	20
3016.6862318	23	20
3018.641473782	17	23
3020.597265888	20	16
3022.553608118	24	29
3024.510500472	20	22
3026.46794295	30	23
3028.425935552	22	17
3030.384478278	28	15
3032.343571128	22	17
3034.303214102	18	28
3036.2634072	17	22
3038.224150422	24	19
3040.185443768	17	21
3042.147287238	21	27
3044.109680832	16	22
3046.07262455	20	23
3048.036118392	14	19
3050.000162358	21	17
3051.964756448	23	21
3053.929900662	25	6
3055.895595	15	20
3057.861839462	24	20
3059.828634048	20	15
3061.795978758	16	16
3063.763873592	16	14
3065.73231855	23	16
3067.701313632	16	16
3069.670858838	23	23
3071.640954168	15	17
3073.611599622	17	15
3075.5827952	13	13
3077.554540902	17	16
3079.526836728	20	14
3081.499682678	15	16
3083.473078752	13	11
3085.44702495	12	16
3087.421521272	12	16
3089.396567718	16	16
3091.372164288	12	13
3093.348310982	15	16
3095.3250078	12	10
3097.302254742	16	8
3099.280051808	16	15
3101.258398998	9	10
3103.237296312	11	13
3105.21674375	6	9
3107.196741312	16	14
3109.177288998	6	11
3111.158386808	8	15
3113.140034742	10	6
3115.1222328	10	11
3117.104980982	12	12
3119.088279288	8	7
3121.072127718	9	14
3123.056526272	6	9
3125.04147495	14	11
3127.026973752	13	10
3129.013022678	6	11
3130.999621728	10	7
3132.986770902	6	13
3134.9744702	6	7
3136.962719622	10	11
3138.951519168	10	6
3140.940868838	4	12
3142.930768632	12	7
3144.92121855	7	7
3146.912218592	6	2
3148.903768758	5	5
3150.895869048	7	3
3152.888519462	6	5
3154.88172	9	4
3156.875470662	8	5
3158.869771448	9	7
3160.864622358	7	10
3162.860023392	6	9
3164.85597455	8	5
3166.852475832	5	9
3168.849527238	3	7
3170.847128768	3	11
3172.845280422	7	4
3174.8439822	2	7
3176.843234102	9	5
3178.843036128	6	8
3180.843388278	4	3
3182.844290552	8	3
3184.84574295	5	6
3186.847745472	6	11
3188.850298118	7	7
3190.853400888	3	5
3192.857053782	5	5
3194.8612568	4	7
3196.866009942	9	10
3198.871313208	7	3
3200.877166598	4	6
3202.883570112	6	4
3204.89052375	7	10
3206.898027512	2	4
3208.906081398	4	3
3210.914685408	8	3
3212.923839542	7	1
3214.9335438	5	4
3216.943798182	6	7
3218.954602688	5	4
3220.965957318	4	7
3222.977862072	9	4
3224.99031695	10	3
3227.003321952	2	5
3229.016877078	6	4
3231.030982328	3	4
3233.045637702	4	5
3235.0608432	3	4
3237.076598822	8	2
3239.092904568	4	4
3241.109760438	3	9
3243.127166432	0	8
3245.14512255	3	6
3247.163628792	8	2
3249.182685158	4	0
3251.202291648	8	9
3253.222448262	4	6
3255.243155	6	5
3257.264411862	4	9
3259.286218848	4	5
3261.308575958	3	0
3263.331483192	3	1
3265.35494055	6	2
3267.378948032	8	2
3269.403505638	9	5
3271.428613368	5	5
3273.454271222	3	4
3275.4804792	1	3
3277.507237302	2	8
3279.534545528	2	0
3281.562403878	3	2
3283.590812352	4	10
3285.61977095	2	2
3287.649279672	3	5
3289.679338518	4	3
3291.709947488	6	4
3293.741106582	3	3
3295.7728158	6	0
3297.805075142	7	6
3299.837884608	4	5
3301.871244198	3	3
3303.905153912	5	5
3305.93961375	6	2
3307.974623712	5	2
3310.010183798	8	3
3312.046294008	3	3
3314.082954342	3	11
3316.1201648	3	4
3318.157925382	9	3
3320.196236088	4	6
3322.235096918	5	3
3324.274507872	4	3
3326.31446895	3	7
3328.354980152	4	3
3330.396041478	6	1
3332.437652928	7	5
