5.14045	0
5.9166	0
6.69277	0
7.46897	0
8.24518	0
9.02143	0
9.79769	0
10.57398	0
11.35029	0
12.12663	0
12.90299	0
13.67937	0
14.45578	0
15.23221	0
16.00866	0
16.78514	0
17.56164	0
18.33816	0
19.11471	0
19.89128	0
20.66788	0
21.44449	0
22.22114	0
22.9978	0
23.77449	0
24.5512	0
25.32794	0
26.1047	0
26.88148	0
27.65829	0
28.43512	0
29.21198	0
29.98885	0
30.76575	0
31.54268	0
32.31963	0
33.0966	0
33.87359	0
34.65061	0
35.42766	0
36.20472	0
36.98181	0
37.75893	0
38.53606	0
39.31322	0
40.09041	0
40.86761	0
41.64484	0
42.4221	0
43.19938	0
43.97668	0
44.754	0
45.53135	0
46.30873	0
47.08612	0
47.86354	0
48.64098	0
49.41845	0
50.19594	0
50.97345	0
51.75099	0
52.52855	0
53.30614	0
54.08374	0
54.86138	0
55.63903	0
56.41671	0
57.19441	0
57.97214	0
58.74989	0
59.52766	0
60.30546	0
61.08328	0
61.86112	0
62.63899	0
63.41688	0
64.19479	0
64.97273	7
65.75069	112
66.52867	875
67.30668	1313
68.08472	1307
68.86277	1277
69.64085	1304
70.41895	1287
71.19708	1351
71.97523	1420
72.7534	1525
73.5316	1439
74.30982	1568
75.08806	1522
75.86633	1613
76.64462	1641
77.42294	1746
78.20127	2555
78.97964	3762
79.75802	4467
80.53643	4145
81.31486	2906
82.09332	1888
82.8718	1567
83.6503	1444
84.42883	1477
85.20738	1504
85.98595	1500
86.76455	1471
87.54317	1586
88.32182	1618
89.10048	1615
89.87917	1534
90.65789	1543
91.43663	1551
92.21539	1595
92.99418	1645
93.77299	1545
94.55182	1583
95.33068	1600
96.10956	1505
96.88846	1640
97.66739	1653
98.44634	1689
99.22531	1676
100.00431	1698
100.78333	1673
101.56238	1656
102.34144	1608
103.12054	1592
103.89965	1645
104.67879	1634
105.45795	1645
106.23714	1656
107.01635	1684
107.79558	1659
108.57484	1668
109.35412	1748
110.13342	1716
110.91275	1688
111.6921	1690
112.47148	1649
113.25088	1659
114.0303	1724
114.80974	1659
115.58921	1694
116.36871	1716
117.14822	1674
117.92776	1682
118.70732	1652
119.48691	1692
120.26652	1740
121.04616	1726
121.82581	1625
122.60549	1711
123.3852	1667
124.16493	1699
124.94468	1639
125.72445	1612
126.50425	1666
127.28407	1716
128.06392	1708
128.84379	1737
129.62368	1560
130.4036	1604
131.18354	1586
131.9635	1659
132.74349	1612
133.5235	1660
134.30354	1686
135.08359	1726
135.86368	1658
136.64378	1579
137.42391	1613
138.20406	1605
138.98424	1641
139.76444	1574
140.54466	1651
141.32491	1595
142.10518	1590
142.88547	1608
143.66579	1488
144.44613	1550
145.22649	1542
146.00688	1538
146.78729	1603
147.56772	1500
148.34818	1640
149.12866	1581
149.90917	1505
150.6897	1594
151.47025	1529
152.25083	1593
153.03143	1552
153.81205	1556
154.5927	1556
155.37337	1462
156.15406	1515
156.93478	1489
157.71552	1465
158.49629	1538
159.27707	1581
160.05789	1559
160.83872	1523
161.61958	1514
162.40046	1472
163.18137	1479
163.9623	1371
164.74325	1356
165.52423	1366
166.30523	1359
167.08625	1327
167.8673	1336
168.64837	1311
169.42946	1396
170.21058	1301
170.99172	1335
171.77289	1390
172.55408	1314
173.33529	1293
174.11653	1336
174.89779	1282
175.67907	1292
176.46038	1243
177.24171	1267
178.02306	1258
178.80444	1284
179.58584	1261
180.36726	1357
181.14871	1229
181.93018	1294
182.71168	1233
183.49319	1321
184.27474	1288
185.0563	1285
185.83789	1297
186.6195	1308
187.40114	1281
188.1828	1298
188.96448	1310
189.74619	1207
190.52792	1215
191.30967	1251
192.09145	1238
192.87325	1235
193.65508	1233
194.43693	1181
195.2188	1207
196.00069	1217
196.78261	1215
197.56456	1140
198.34652	1173
199.12851	1165
199.91052	1207
200.69256	1209
201.47462	1183
202.25671	1108
203.03881	1073
203.82094	1162
204.6031	1127
205.38528	1081
206.16748	1135
206.9497	1087
207.73195	1015
208.51422	1099
209.29652	1105
210.07884	1117
210.86118	1072
211.64355	1000
212.42594	1032
213.20835	1041
213.99079	972
214.77325	1024
215.55574	1044
216.33824	971
217.12078	1003
217.90333	932
218.68591	937
219.46851	997
220.25114	1034
221.03379	954
221.81646	955
222.59916	970
223.38188	986
224.16462	897
224.94739	898
225.73018	964
226.51299	913
227.29583	845
228.07869	900
228.86158	898
229.64448	877
230.42742	869
231.21037	869
231.99335	836
232.77635	878
233.55938	895
234.34243	806
235.1255	781
235.9086	857
236.69172	917
237.47486	1149
238.25803	1368
239.04122	1454
239.82444	1281
240.60768	1027
241.39094	839
242.17422	853
242.95753	810
243.74086	769
244.52422	695
245.3076	739
246.091	723
246.87443	689
247.65788	687
248.44135	688
249.22485	691
250.00837	691
250.79192	685
251.57548	720
252.35908	678
253.14269	640
253.92633	704
254.70999	675
255.49368	682
256.27739	632
257.06112	698
257.84488	687
258.62866	689
259.41246	619
260.19629	703
260.98014	644
261.76401	682
262.54791	679
263.33183	652
264.11578	617
264.89974	650
265.68374	644
266.46775	662
267.25179	608
268.03585	635
268.81994	699
269.60405	650
270.38818	623
271.17234	680
271.95652	632
272.74073	655
273.52495	625
274.3092	666
275.09348	802
275.87778	1188
276.6621	1402
277.44645	1331
278.23081	1042
279.01521	749
279.79962	608
280.58406	574
281.36853	561
282.15301	592
282.93752	593
283.72206	576
284.50661	552
285.2912	581
286.0758	562
286.86043	578
287.64508	593
288.42976	567
289.21445	546
289.99918	532
290.78392	529
291.56869	532
292.35348	539
293.1383	545
293.92314	567
294.70801	578
295.49289	662
296.2778	681
297.06274	616
297.8477	547
298.63268	538
299.41768	578
300.20271	618
300.98776	762
301.77284	1163
302.55794	1892
303.34306	2289
304.12821	2135
304.91338	1410
305.69857	804
306.48379	588
307.26903	523
308.05429	479
308.83958	449
309.62489	487
310.41023	505
311.19559	436
311.98097	488
312.76637	471
313.5518	483
314.33725	461
315.12273	460
315.90823	479
316.69375	456
317.4793	492
318.26487	460
319.05047	469
319.83608	488
320.62172	443
321.40739	464
322.19308	494
322.97879	505
323.76452	511
324.55028	474
325.33607	461
326.12187	511
326.9077	496
327.69355	521
328.47943	524
329.26533	536
330.05126	483
330.8372	468
331.62317	456
332.40917	491
333.19519	485
333.98123	444
334.76729	462
335.55338	437
336.33949	470
337.12563	471
337.91179	548
338.69797	601
339.48418	615
340.27041	536
341.05666	464
341.84294	455
342.62924	461
343.41556	410
344.20191	430
344.98828	415
345.77468	435
346.5611	434
347.34754	435
348.13401	436
348.92049	444
349.70701	437
350.49354	466
351.2801	543
352.06669	633
352.85329	629
353.63992	713
354.42658	1024
355.21326	2398
355.99996	4443
356.78668	5784
357.57343	4983
358.3602	2954
359.147	1217
359.93382	488
360.72066	415
361.50753	408
362.29442	395
363.08133	380
363.86827	405
364.65523	369
365.44221	397
366.22922	407
367.01625	394
367.8033	367
368.59038	373
369.37748	375
370.16461	378
370.95176	347
371.73893	377
372.52612	384
373.31334	384
374.10059	402
374.88785	354
375.67514	355
376.46246	328
377.2498	314
378.03716	376
378.82454	382
379.61195	383
380.39938	363
381.18684	404
381.97431	416
382.76182	531
383.54934	800
384.33689	1073
385.12446	1112
385.91206	939
386.69968	564
387.48732	387
388.27499	360
389.06268	365
389.8504	353
390.63813	371
391.42589	406
392.21368	347
393.00149	352
393.78932	354
394.57718	354
395.36506	329
396.15296	367
396.94088	364
397.72883	335
398.51681	368
399.3048	371
400.09282	345
400.88087	356
401.66894	374
402.45703	367
403.24514	365
404.03328	360
404.82144	360
405.60963	336
406.39784	347
407.18607	356
407.97432	374
408.7626	401
409.55091	404
410.33923	392
411.12758	404
411.91596	384
412.70436	333
413.49278	356
414.28122	354
415.06969	371
415.85818	308
416.6467	343
417.43523	371
418.2238	376
419.01238	370
419.80099	380
420.58963	348
421.37828	336
422.16696	326
422.95567	349
423.74439	379
424.53314	361
425.32192	360
426.11072	360
426.89954	362
427.68838	372
428.47725	368
429.26614	393
430.05506	325
430.844	383
431.63296	335
432.42195	359
433.21096	382
433.99999	387
434.78905	354
435.57813	355
436.36723	368
437.15636	373
437.94551	361
438.73469	384
439.52388	393
440.31311	341
441.10235	408
441.89162	363
442.68091	399
443.47023	388
444.25957	365
445.04893	339
445.83832	356
446.62773	363
447.41716	404
448.20662	373
448.9961	364
449.78561	374
450.57513	372
451.36469	414
452.15426	396
452.94386	424
453.73348	400
454.52313	347
455.3128	385
456.10249	382
456.89221	414
457.68195	391
458.47171	407
459.2615	370
460.05131	392
460.84114	349
461.631	380
462.42088	420
463.21079	441
464.00072	515
464.79067	417
465.58065	400
466.37065	376
467.16067	391
467.95071	394
468.74078	453
469.53088	403
470.321	400
471.11114	393
471.9013	397
472.69149	346
473.4817	352
474.27193	381
475.06219	356
475.85247	375
476.64278	352
477.43311	328
478.22346	339
479.01384	334
479.80424	273
480.59466	301
481.38511	301
482.17558	269
482.96607	301
483.75659	275
484.54713	282
485.3377	250
486.12828	228
486.9189	256
487.70953	268
488.50019	325
489.29087	247
490.08158	273
490.87231	266
491.66306	278
492.45384	241
493.24464	254
494.03546	254
494.82631	236
495.61718	230
496.40808	253
497.19899	260
497.98994	277
498.7809	224
499.57189	209
500.3629	225
501.15394	223
501.945	239
502.73608	222
503.52719	237
504.31832	262
505.10947	214
505.90065	223
506.69185	232
507.48307	244
508.27432	206
509.06559	239
509.85689	242
510.64821	344
511.43955	361
512.23091	359
513.0223	318
513.81372	281
514.60515	251
515.39661	187
516.18809	196
516.9796	216
517.77113	213
518.56269	202
519.35426	214
520.14587	195
520.93749	205
521.72914	201
522.52081	177
523.31251	175
524.10423	206
524.89597	184
525.68773	187
526.47952	198
527.27134	212
528.06317	198
528.85503	163
529.64692	184
530.43883	209
531.23076	186
532.02271	177
532.81469	164
533.60669	183
534.39872	190
535.19077	177
535.98284	182
536.77493	167
537.56705	174
538.3592	170
539.15136	173
539.94355	183
540.73577	188
541.528	166
